dataset,target_size,algorithm,oa,aa,k,fold
indian_pines,30,bsnet,0.72,0.69,0.68,0
indian_pines,30,bsnet,0.74,0.7,0.7,1
indian_pines,30,bsnet,0.72,0.66,0.68,2
indian_pines,30,bsnet,0.71,0.66,0.67,3
indian_pines,30,bsnet,0.73,0.67,0.7,4
indian_pines,30,bsnet,0.74,0.67,0.71,5
indian_pines,30,bsnet,0.74,0.66,0.71,6
indian_pines,30,bsnet,0.75,0.69,0.71,7
indian_pines,30,bsnet,0.74,0.7,0.71,8
indian_pines,30,bsnet,0.72,0.66,0.68,9
indian_pines,30,bsnet,0.74,0.62,0.7,10
indian_pines,30,bsnet,0.73,0.68,0.7,11
indian_pines,30,bsnet,0.73,0.72,0.7,12
indian_pines,30,bsnet,0.72,0.69,0.69,13
indian_pines,30,bsnet,0.75,0.69,0.72,14
indian_pines,30,bsnet,0.72,0.66,0.68,15
indian_pines,30,bsnet,0.74,0.68,0.7,16
indian_pines,30,bsnet,0.74,0.66,0.7,17
indian_pines,30,bsnet,0.75,0.71,0.71,18
indian_pines,30,bsnet,0.75,0.65,0.71,19
indian_pines,29,bsnet,0.72,0.69,0.68,0
indian_pines,29,bsnet,0.73,0.7,0.69,1
indian_pines,29,bsnet,0.72,0.66,0.68,2
indian_pines,29,bsnet,0.71,0.66,0.67,3
indian_pines,29,bsnet,0.74,0.67,0.7,4
indian_pines,29,bsnet,0.74,0.67,0.7,5
indian_pines,29,bsnet,0.74,0.66,0.7,6
indian_pines,29,bsnet,0.75,0.68,0.71,7
indian_pines,29,bsnet,0.74,0.7,0.7,8
indian_pines,29,bsnet,0.72,0.66,0.68,9
indian_pines,29,bsnet,0.74,0.62,0.7,10
indian_pines,29,bsnet,0.74,0.69,0.7,11
indian_pines,29,bsnet,0.73,0.72,0.69,12
indian_pines,29,bsnet,0.72,0.7,0.69,13
indian_pines,29,bsnet,0.75,0.68,0.72,14
indian_pines,29,bsnet,0.72,0.65,0.68,15
indian_pines,29,bsnet,0.73,0.68,0.7,16
